,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1962-63,22,DET,NBA,,9,18,12,16,,,26,3,,,6,30
1967-68,27,DET,NBA,,12,,7,14,,,,,,,,26
1968-69,28,TOT,NBA,,9,24,8,8,,,21,7,,,5,24
1968-69,28,NYK,NBA,,9,24,8,8,,,21,7,,,5,24
1969-70,29,NYK,NBA,,12,,6,11,,,,,,,,28
1970-71,30,NYK,NBA,,12,29,5,7,,,22,6,,,6,29
1971-72,31,NYK,NBA,,13,22,8,12,,,18,6,,,6,29
1972-73,32,NYK,NBA,,13,23,7,8,,,17,8,,,5,33
1973-74,33,NYK,NBA,,9,21,6,9,,,15,7,,,5,20
Career,,,,,13,,12,16,,,,,,,,33
6 Seasons,,NYK,NBA,,13,,8,12,,,,,,,,33
2 Seasons,,DET,NBA,,12,,12,16,,,,,,,,30
