Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1962-63,22,DET,NBA,SF,4,NA,39.8,6.3,14.8,0.424,7.5,11,0.682,NA,NA,15.8,1.5,NA,NA,3.5,20
1967-68,27,DET,NBA,SF,6,NA,43.8,7.5,17.7,0.425,4.3,7.5,0.578,NA,NA,16.2,2.2,NA,NA,3.8,19.3
1968-69,28,NYK,NBA,PF,10,NA,41.9,6.1,17.4,0.351,4.1,5,0.82,NA,NA,14.8,3.3,NA,NA,4.3,16.3
1969-70,29,NYK,NBA,PF,19,NA,36.9,6.8,16.3,0.421,2.4,3.6,0.662,NA,NA,11.6,2.4,NA,NA,3.3,16.1
1970-71,30,NYK,NBA,PF,12,NA,40.7,7,16.8,0.416,2.4,3.7,0.659,NA,NA,13,1.8,NA,NA,3.3,16.4
1971-72,31,NYK,NBA,PF,16,NA,38.5,6.8,15.1,0.45,3,4,0.75,NA,NA,12.1,2.3,NA,NA,3.2,16.6
1972-73,32,NYK,NBA,PF,17,NA,37.2,6.9,15.6,0.442,1.8,2.4,0.775,NA,NA,10.5,3.4,NA,NA,3.4,15.6
1973-74,33,NYK,NBA,PF,12,NA,33.7,5.3,13.8,0.38,1.5,2.4,0.621,2.1,6.2,8.3,3.2,0.6,0.3,3,12
Career,NA,,NBA,,96,NA,38.4,6.6,15.9,0.416,2.8,4,0.698,2.1,6.2,12,2.6,0.6,0.3,3.4,16
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,NYK,NBA,,86,NA,37.9,6.6,15.8,0.415,2.5,3.4,0.719,2.1,6.2,11.6,2.7,0.6,0.3,3.4,15.6
2 seasons,NA,DET,NBA,,10,NA,42.2,7,16.5,0.424,5.6,8.9,0.629,NA,NA,16,1.9,NA,NA,3.7,19.6
