Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1962-63,22,DET,NBA,SF,4,159,19.2,0.51,0.746,NA,NA,NA,5.9,NA,NA,NA,0.2,0.3,0.5,0.149,NA,NA,NA,NA,NA
1967-68,27,DET,NBA,SF,6,263,15.7,0.461,0.425,NA,NA,NA,6.8,NA,NA,NA,0,0.5,0.5,0.098,NA,NA,NA,NA,NA
1968-69,28,NYK,NBA,PF,10,419,14,0.416,0.287,NA,NA,NA,10.7,NA,NA,NA,-0.3,0.6,0.4,0.04,NA,NA,NA,NA,NA
1969-70,29,NYK,NBA,PF,19,701,14.4,0.45,0.22,NA,NA,NA,8.7,NA,NA,NA,-0.2,1.3,1.1,0.075,NA,NA,NA,NA,NA
1970-71,30,NYK,NBA,PF,12,488,14.6,0.445,0.218,NA,NA,14.7,6.5,NA,NA,NA,-0.1,0.8,0.7,0.073,NA,NA,NA,NA,NA
1971-72,31,NYK,NBA,PF,16,616,16.1,0.492,0.264,NA,NA,16.1,8.8,NA,NA,NA,0.5,0.8,1.3,0.104,NA,NA,NA,NA,NA
1972-73,32,NYK,NBA,PF,17,632,16,0.469,0.151,NA,NA,15,12.8,NA,NA,NA,0.3,0.7,1,0.079,NA,NA,NA,NA,NA
1973-74,33,NYK,NBA,PF,12,404,12.4,0.403,0.175,6.2,20.5,13,14.4,0.8,0.6,NA,-0.3,0.3,0,0.005,NA,-0.8,-0.5,-1.3,0.1
Career,NA,,NBA,,96,3682,15,0.454,0.252,6.2,20.5,14.9,9.7,0.8,0.6,NA,0.2,5.4,5.6,0.073,NA,-0.8,-0.5,-1.3,0.1
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,NYK,NBA,,86,3260,14.8,0.45,0.217,6.2,20.5,14.9,10.1,0.8,0.6,NA,-0.1,4.7,4.6,0.068,NA,-0.8,-0.5,-1.3,0.1
2 seasons,NA,DET,NBA,,10,422,17,0.48,0.539,NA,NA,NA,6.4,NA,NA,NA,0.3,0.8,1,0.117,NA,NA,NA,NA,NA
