Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1962-63,22,DET,NBA,SF,80,NA,2352,406,944,0.43,206,287,0.718,NA,NA,694,207,NA,NA,247,1018
1963-64,23,DET,NBA,SF,15,NA,304,52,133,0.391,25,43,0.581,NA,NA,105,23,NA,NA,32,129
1964-65,24,DET,NBA,PF,79,NA,2769,508,1196,0.425,306,437,0.7,NA,NA,874,253,NA,NA,242,1322
1965-66,25,DET,NBA,SF,79,NA,2696,524,1284,0.408,249,378,0.659,NA,NA,916,209,NA,NA,252,1297
1966-67,26,DET,NBA,SF,78,NA,2897,531,1278,0.415,361,512,0.705,NA,NA,924,216,NA,NA,297,1423
1967-68,27,DET,NBA,SF,80,NA,3125,573,1295,0.442,289,435,0.664,NA,NA,1081,181,NA,NA,304,1435
1968-69,28,TOT,NBA,PF,76,NA,2943,506,1140,0.444,229,328,0.698,NA,NA,888,191,NA,NA,290,1241
1968-69,28,DET,NBA,PF,29,NA,1092,189,423,0.447,94,130,0.723,NA,NA,353,63,NA,NA,111,472
1968-69,28,NYK,NBA,PF,47,NA,1851,317,717,0.442,135,198,0.682,NA,NA,535,128,NA,NA,179,769
1969-70,29,NYK,NBA,PF,79,NA,2627,488,1082,0.451,176,256,0.688,NA,NA,790,194,NA,NA,244,1152
1970-71,30,NYK,NBA,PF,81,NA,2891,523,1243,0.421,217,312,0.696,NA,NA,901,220,NA,NA,237,1263
1971-72,31,NYK,NBA,PF,80,NA,3072,520,1218,0.427,193,265,0.728,NA,NA,901,291,NA,NA,219,1233
1972-73,32,NYK,NBA,PF,77,NA,2827,532,1224,0.435,194,260,0.746,NA,NA,787,259,NA,NA,215,1258
1973-74,33,NYK,NBA,PF,71,NA,2699,559,1212,0.461,164,217,0.756,134,623,757,253,67,39,222,1282
Career,NA,,NBA,,875,NA,31202,5722,13249,0.432,2609,3730,0.699,134,623,9618,2497,67,39,2801,14053
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7 seasons,NA,DET,NBA,,440,NA,15235,2783,6553,0.425,1530,2222,0.689,NA,NA,4947,1152,NA,NA,1485,7096
6 seasons,NA,NYK,NBA,,435,NA,15967,2939,6696,0.439,1079,1508,0.716,134,623,4671,1345,67,39,1316,6957
