,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2005-06,22,DEN,NBA,SG,14,33,.385,2.9,1.000,.769,.077,.077,.077,.000,.385,.400,.000,.000,1.000,,.400,.000,0,,,,0,0
2006-07,23,TOT,NBA,SG,9,65,.500,5.6,1.000,.500,.250,.083,.167,.000,.500,.500,.667,.000,.500,,.333,.000,0,,,,0,0
2006-07,23,DEN,NBA,SG,4,37,.400,4.2,1.000,.400,.400,.200,.000,.000,.400,.500,.500,.000,,,.500,.000,0,,,,0,0
2006-07,23,MIL,NBA,SG,5,28,.571,6.6,1.000,.571,.143,.000,.286,.000,.571,.500,1.000,,.500,,.250,.000,0,,,,0,0
Career,,,NBA,,23,98,.440,4.2,1.000,.640,.160,.080,.120,.000,.440,.438,.500,.000,.667,,.364,.000,0,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,DEN,NBA,,18,70,.389,3.3,1.000,.667,.167,.111,.056,.000,.389,.417,.333,.000,1.000,,.429,.000,0,,,,0,0
1 season,,MIL,NBA,,5,28,.571,6.6,1.000,.571,.143,.000,.286,.000,.571,.500,1.000,,.500,,.250,.000,0,,,,0,0
