Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1988-89,23,MIA,NBA,PG,21,368,11.1,0.436,0.013,0.212,3.2,7.3,5.2,18,2.9,0.8,10.8,20.4,NA,-0.1,0.3,0.2,0.029,NA,-2.9,0.7,-2.1,0
Career,NA,,NBA,,21,368,11.1,0.436,0.013,0.212,3.2,7.3,5.2,18,2.9,0.8,10.8,20.4,NA,-0.1,0.3,0.2,0.029,NA,-2.9,0.7,-2.1,0
