,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2018-19,20,PHO,NBA,PG,50,984,95%,5%,,,,-8.3,+0.9,49,15,60,2,11,10,367,4,11
2019-20,21,MEM,NBA,PG,52,1011,17%,82%,1%,,,+6.5,+10.5,42,20,45,2,33,12,362,8,22
Career,,,NBA,,102,1995,55%,44%,1%,,,-0.8,+5.8,91,35,105,4,44,22,729,12,33
,,,,,,,,,,,,,,,,,,,,,,
1 season,,MEM,NBA,,52,1011,17%,82%,1%,,,+6.5,+10.5,42,20,45,2,33,12,362,8,22
1 season,,PHO,NBA,,50,984,95%,5%,,,,-8.3,+0.9,49,15,60,2,11,10,367,4,11
