Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Anthony Frederick,,0.5,0.2,0
Josh Huestis,94.5,0.5,0.2,0
Adrian Caldwell,81.6,0.4,0.1,0
Pape Sow,78.1,0.6,0.2,0.1
Okaro White,75.9,0.6,0.2,0
Ken Durrett,74.5,0.5,0,0
Jarnell Stokes,74.2,0.5,0.1,0.1
Larry Spriggs,72.3,0.5,0.1,0
Gene James,69.9,0.5,0.3,0.1
Donny Marshall,69.8,0.6,0.2,-0.1
David Vaughn,65.3,0.4,0.1,-0.1
