Season,Team,Lg,Salary
1988-89,Indiana Pacers,NBA,"$100,000"
1990-91,Sacramento Kings,NBA,"$30,000"
1991-92,Charlotte Hornets,NBA,"$130,000"
Career,(may be incomplete),,"$260,000"
