Career,Career,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3,4
Anthony Frederick,,0.5,0.2,0,NA
Josh Huestis,94.5,0.5,0.2,0,NA
Ken Durrett,88.8,0.5,0.1,0,0
Pape Sow,78.1,0.6,0.2,0.1,NA
Okaro White,75.9,0.6,0.2,0,NA
Jarnell Stokes,74.2,0.5,0.1,0.1,NA
Gene James,69.9,0.5,0.3,0.1,NA
Josh Davis,66.3,0.5,0.3,0,0
Scooter McCray,59.3,0.3,0.1,0,NA
Alex Poythress,58.7,0.5,0.3,0.1,NA
Anthony Cook,57.1,0.5,0.4,0.1,0.1
