,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2000-01,23,MIL,NBA,PF,18,479,.448,13.4,.643,.259,.147,.154,.084,.357,.457,.703,.238,.409,.167,.431,.738,.070,8,1.000,.333,.471,0,0
2002-03,25,MIL,NBA,SF,6,191,.462,13.2,.731,.205,.205,.192,.128,.269,.421,.625,.250,.400,.400,.571,.583,.026,2,1.000,.333,.857,0,0
2003-04,26,NYK,NBA,SF,1,22,.400,15.6,.900,.000,.100,.500,.300,.100,.444,,1.000,.600,.000,.000,.750,.000,0,,.000,,0,0
2005-06,28,PHO,NBA,PF,20,636,.491,16.1,.509,.218,.109,.114,.068,.491,.536,.604,.500,.480,.467,.444,.433,.041,8,1.000,.222,.417,1,0
2008-09,31,CHI,NBA,PF,2,15,.300,18.5,.600,.100,.000,.200,.300,.400,.333,1.000,,.000,.333,.250,1.000,.100,1,1.000,.250,.000,0,0
Career,,,NBA,,47,1343,.466,14.8,.599,.221,.134,.150,.093,.401,.478,.647,.355,.435,.326,.449,.576,.048,19,1.000,.265,.490,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,MIL,NBA,,24,670,.452,13.4,.674,.240,.167,.167,.100,.326,.443,.679,.243,.405,.273,.472,.682,.054,10,1.000,.333,.583,0,0
1 season,,PHO,NBA,,20,636,.491,16.1,.509,.218,.109,.114,.068,.491,.536,.604,.500,.480,.467,.444,.433,.041,8,1.000,.222,.417,1,0
1 season,,CHI,NBA,,2,15,.300,18.5,.600,.100,.000,.200,.300,.400,.333,1.000,,.000,.333,.250,1.000,.100,1,1.000,.250,.000,0,0
1 season,,NYK,NBA,,1,22,.400,15.6,.900,.000,.100,.500,.300,.100,.444,,1.000,.600,.000,.000,.750,.000,0,,.000,,0,0
