Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Vonteego Cummings,,1.3,0.6,0.2
Terence Stansbury,86.0,1.5,0.6,0.3
Ernie DiGregorio,85.0,1.2,0.6,0.1
MarShon Brooks,84.5,1.3,0.8,0.4
Brooks Thompson,84.2,1.1,0.6,0.1
Tony Smith,84.0,1.5,0.5,0.1
Salim Stoudamire,83.8,1.2,0.8,0.3
Ray McCallum,83.7,1.4,0.4,0.3
Steve Alford,83.5,1.4,0.9,0.3
Pep Saul,82.9,1.5,0.6,NA
Norris Cole,81.7,1.2,0.6,0
