Season,Team,Lg,Salary
1999-00,Golden State Warriors,NBA,"$704,400"
2000-01,Golden State Warriors,NBA,"$757,200"
2001-02,Philadelphia 76ers,NBA,"$810,000"
Career,(may be incomplete),,"$2,271,600"
