,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1969-70,22,NYK,NBA,,5,,4,6,,,,,,,,13
1970-71,23,CLE,NBA,,11,23,8,8,,,12,13,,,,27
1971-72,24,CLE,NBA,,11,20,5,7,,,9,9,,,5,24
1972-73,25,CLE,NBA,,5,11,4,4,,,3,6,,,3,10
1973-74,26,CLE,NBA,,12,19,4,4,3,7,9,5,3,,6,24
Career,,,,,12,,8,8,,,,,,,,27
4 Seasons,,CLE,NBA,,12,23,8,8,,,12,13,,,,27
1 Season,,NYK,NBA,,5,,4,6,,,,,,,,13
