,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2012-13,20,POR,NBA,C,69,1206,.545,8.2,.975,.487,.162,.083,.242,.025,.548,.696,.422,.391,.388,.429,.872,.209,53,1.000,.143,1.000,1,0
2013-14,21,POR,NBA,C,40,355,.451,10.9,.934,.286,.253,.088,.308,.066,.482,.615,.522,.375,.357,.000,.902,.165,13,,.500,.000,1,0
2014-15,22,POR,NBA,C,55,847,.510,15.7,.543,.212,.147,.082,.102,.457,.586,.731,.528,.450,.480,.420,.795,.102,22,.936,.232,.577,1,0
2015-16,23,POR,NBA,PF,61,1333,.448,18.0,.476,.103,.097,.124,.149,.524,.527,.533,.548,.500,.523,.377,.752,.025,9,1.000,.127,.345,2,0
2016-17,24,POR,NBA,PF,74,1222,.386,18.9,.437,.090,.103,.085,.159,.563,.436,.706,.385,.313,.383,.347,.764,.040,12,.986,.117,.480,1,0
2017-18,25,POR,NBA,C,33,254,.590,13.4,.667,.244,.128,.154,.141,.333,.673,.789,.600,.667,.545,.423,.771,.103,8,1.000,.154,.500,0,0
2018-19,26,POR,NBA,C,61,878,.545,14.5,.541,.331,.095,.079,.037,.459,.626,.775,.348,.526,.222,.450,.817,.227,48,.940,.126,.500,1,0
2019-20,27,MIA,NBA,C,49,987,.520,16.0,.466,.242,.148,.058,.018,.534,.625,.815,.515,.154,.500,.429,.831,.166,29,.941,.160,.368,0,0
Career,,,NBA,,442,7082,.483,15.4,.583,.226,.127,.092,.137,.417,.549,.712,.474,.431,.428,.392,.814,.114,194,.969,.147,.446,7,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7 seasons,,POR,NBA,,393,6095,.479,15.3,.597,.224,.125,.096,.152,.403,.542,.698,.468,.452,.426,.385,.812,.107,165,.974,.145,.461,7,0
1 season,,MIA,NBA,,49,987,.520,16.0,.466,.242,.148,.058,.018,.534,.625,.815,.515,.154,.500,.429,.831,.166,29,.941,.160,.368,0,0
