Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
1993-94,26,CHI,NBA,PG,1,1,22:00,5,9,0.556,1,2,0.5,0,0,NA,1,1,4,0,0,1,1,11
Career,NA,,NBA,,1,1,22,5,9,0.556,1,2,0.5,0,0,NA,1,1,4,0,0,1,1,11
