,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2008-09,22,SAC,NBA,PF,82,2303,,,3%,67%,30%,-6.7,+6.5,44,39,162,31,135,10,218,24,76
2009-10,23,SAC,NBA,C,75,2357,,,,36%,64%,-5.1,-1.1,47,40,117,39,133,8,281,32,68
2010-11,24,SAC,NBA,PF,75,1748,,,,85%,15%,-4.1,+3.1,30,22,92,37,95,9,196,22,42
2011-12,25,SAC,NBA,PF,64,1657,,,,83%,17%,-3.1,+6.1,16,22,58,17,90,6,177,22,49
2012-13,26,SAC,NBA,PF,82,2285,,,,82%,18%,-5.3,+0.2,41,28,99,23,94,8,193,16,71
2013-14,27,SAC,NBA,PF,82,2007,,,,67%,33%,-0.3,+5.9,21,28,105,32,64,9,121,11,35
2014-15,28,SAC,NBA,PF,81,1991,,,,52%,49%,-4.7,-1.8,28,24,110,22,62,5,187,7,35
2015-16,29,TOT,NBA,C,47,471,,,,36%,64%,-0.4,-9.0,4,4,39,6,21,1,66,4,8
2015-16,29,GSW,NBA,C,28,179,,,,19%,81%,-13.2,-25.5,3,3,22,1,12,0,42,0,6
2015-16,29,TOR,NBA,C,19,292,,,,47%,53%,+8.2,+3.7,1,1,17,5,9,1,24,4,2
Career,,,NBA,,588,14819,,,1%,65%,34%,-4.2,+2.2,231,207,782,207,694,56,1439,138,384
,,,,,,,,,,,,,,,,,,,,,,
7 seasons,,SAC,NBA,,541,14348,,,1%,66%,33%,-4.3,+2.5,227,203,743,201,673,55,1373,134,376
1 season,,GSW,NBA,,28,179,,,,19%,81%,-13.2,-25.5,3,3,22,1,12,0,42,0,6
1 season,,TOR,NBA,,19,292,,,,47%,53%,+8.2,+3.7,1,1,17,5,9,1,24,4,2
