,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2015-16,21,OKC,NBA,PG,57,698,95%,5%,,,,-1.4,-10.4,18,15,33,2,11,4,251,4,11
2016-17,22,TOT,NBA,PG,31,462,93%,7%,,,,-8.2,-9.1,16,9,28,2,3,6,124,0,8
2016-17,22,OKC,NBA,PG,20,320,100%,,,,,-7.6,-8.7,9,5,23,2,1,5,90,0,8
2016-17,22,CHI,NBA,PG,11,142,79%,22%,,,,-9.8,-10.3,7,4,5,0,2,1,34,0,0
2017-18,23,CHI,NBA,PG,25,582,100%,,,,,-8.1,-0.5,24,6,23,2,7,4,277,2,21
2018-19,24,TOT,NBA,PG,40,712,92%,8%,,,,-16.0,-7.4,27,12,25,1,16,11,243,4,6
2018-19,24,CHI,NBA,PG,31,536,100%,,,,,-20.8,-14.1,20,10,17,1,11,10,190,4,6
2018-19,24,CLE,NBA,PG,9,176,67%,33%,,,,-1.3,+9.2,7,2,8,0,5,1,53,0,0
Career,,,NBA,,153,2454,95%,5%,,,,-8.5,-6.9,85,42,109,7,37,25,895,10,46
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,OKC,NBA,,77,1018,96%,4%,,,,-3.3,-9.9,27,20,56,4,12,9,341,4,19
3 seasons,,CHI,NBA,,67,1260,98%,2%,,,,-13.7,-7.4,51,20,45,3,20,15,501,6,27
1 season,,CLE,NBA,,9,176,67%,33%,,,,-1.3,+9.2,7,2,8,0,5,1,53,0,0
