Season,Team,Lg,Salary
1987-88,Portland Trail Blazers,NBA,"$120,000"
1988-89,Charlotte Hornets,NBA,"$150,000"
1991-92,Charlotte Hornets,NBA,"$400,000"
Career,(may be incomplete),,"$670,000"
