Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1988-89,23,BOS,NBA,SF,1,29,5.9,0.337,0.091,0.182,4,0,2,10.9,1.8,0,0,18.3,NA,-0.1,0,0,-0.075,NA,-1.9,-1.6,-3.5,0
1989-90,24,BOS,NBA,SF,3,8,22.9,0.6,0,0,16.2,0,7.6,43.5,0,0,16.7,31.6,NA,0,0,0,0.091,NA,1.7,-5,-3.3,0
1990-91,25,BOS,NBA,SF,11,238,7.7,0.506,0,0.2,1.5,4.6,3.1,11,0.8,0.5,9.7,13.3,NA,0.1,0,0.1,0.021,NA,-2.1,-1.2,-3.3,-0.1
1991-92,26,BOS,NBA,SF,10,335,13.6,0.494,0.015,0.115,4.5,11.3,7.8,9.6,1.9,1.3,6.8,19.5,NA,0.2,0.2,0.4,0.06,NA,-0.5,0.5,0,0.2
1992-93,27,BOS,NBA,SF,4,142,15,0.628,0.286,0.095,2.7,5.4,4,10.4,2.3,0.4,10.3,15.5,NA,0.3,0.1,0.4,0.133,NA,1.9,1.6,3.5,0.2
1995-96,30,SAC,NBA,SF,2,3,0,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,0,0,0,0.018,NA,-2.6,-1.5,-4,0
Career,NA,,NBA,,31,755,11.7,0.514,0.06,0.133,3.3,7.5,5.3,10.5,1.6,0.8,8,16.8,NA,0.6,0.3,0.9,0.057,NA,-0.6,0,-0.5,0.3
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,BOS,NBA,,29,752,11.8,0.514,0.06,0.133,3.3,7.5,5.4,10.6,1.6,0.8,8,16.9,NA,0.6,0.3,0.9,0.057,NA,-0.6,0,-0.5,0.3
1 season,NA,SAC,NBA,,2,3,0,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,0,0,0,0.018,NA,-2.6,-1.5,-4,0
