,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2013-14,24,NYK,NBA,PG,51,373,.434,10.8,.907,.318,.202,.140,.248,.093,.436,.561,.231,.389,.469,.417,.353,.008,1,.600,.333,.250,0,0
2014-15,25,TOT,NBA,SG-PG,5,18,.400,9.6,1.000,.400,.200,.000,.400,.000,.400,1.000,.000,,.000,,.500,.200,1,,,,0,0
2014-15,25,UTA,NBA,PG,1,1,.000,20.0,1.000,.000,.000,.000,1.000,.000,.000,,,,.000,,,.000,0,,,,0,0
2014-15,25,WAS,NBA,SG,4,17,.500,7.0,1.000,.500,.250,.000,.250,.000,.500,1.000,.000,,.000,,.500,.250,1,,,,0,0
Career,,,NBA,,56,391,.433,10.7,.910,.321,.201,.134,.254,.090,.434,.581,.222,.389,.441,.417,.358,.015,2,.600,.333,.250,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 season,,NYK,NBA,,51,373,.434,10.8,.907,.318,.202,.140,.248,.093,.436,.561,.231,.389,.469,.417,.353,.008,1,.600,.333,.250,0,0
1 season,,WAS,NBA,,4,17,.500,7.0,1.000,.500,.250,.000,.250,.000,.500,1.000,.000,,.000,,.500,.250,1,,,,0,0
1 season,,UTA,NBA,,1,1,.000,20.0,1.000,.000,.000,.000,1.000,.000,.000,,,,.000,,,.000,0,,,,0,0
