Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1966-67,22,NYK,NBA,SF,4,89,15.7,0.432,0.197,NA,NA,NA,20.1,NA,NA,NA,NA,NA,0,0.1,0,0.025,NA,NA,NA,NA,NA
1967-68,23,NYK,NBA,SF,6,209,18.3,0.599,0.245,NA,NA,NA,7.3,NA,NA,NA,NA,NA,0.8,0.1,0.9,0.202,NA,NA,NA,NA,NA
1968-69,24,NYK,NBA,SF,5,36,0.6,0.274,0.095,NA,NA,NA,3.8,NA,NA,NA,NA,NA,-0.2,0,-0.2,-0.256,NA,NA,NA,NA,NA
1969-70,25,NYK,NBA,SF,19,306,16.1,0.513,0.115,NA,NA,NA,7.7,NA,NA,NA,NA,NA,0.5,0.4,0.9,0.138,NA,NA,NA,NA,NA
1970-71,26,NYK,NBA,SF,11,120,14.5,0.447,0.188,NA,NA,8.5,10.2,NA,NA,NA,NA,NA,0,0.2,0.1,0.057,NA,NA,NA,NA,NA
1971-72,27,GSW,NBA,SF,5,161,13.1,0.52,0.19,NA,NA,6.3,8.9,NA,NA,NA,NA,NA,0.2,0.1,0.3,0.096,NA,NA,NA,NA,NA
1972-73,28,GSW,NBA,SF,11,263,18.6,0.52,0.15,NA,NA,6.5,11.4,NA,NA,NA,NA,NA,0.6,0.2,0.8,0.148,NA,NA,NA,NA,NA
1976-77,32,LAL,NBA,SF,11,382,13.2,0.486,0.318,6,7,6.5,9.6,1.9,0.1,NA,NA,NA,0.3,0.2,0.5,0.068,NA,-0.3,-1.6,-1.9,0
Career,NA,,NBA,,72,1566,15.3,0.502,0.197,6,7,6.7,9.7,1.9,0.1,NA,NA,NA,2.3,1.2,3.4,0.105,NA,-0.3,-1.6,-1.9,0
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,NYK,NBA,,45,760,15.7,0.499,0.169,NA,NA,8.5,9.2,NA,NA,NA,NA,NA,1.1,0.7,1.8,0.111,NA,NA,NA,NA,NA
2 seasons,NA,GSW,NBA,,16,424,16.5,0.52,0.162,NA,NA,6.4,10.4,NA,NA,NA,NA,NA,0.9,0.3,1.1,0.128,NA,NA,NA,NA,NA
1 season,NA,LAL,NBA,,11,382,13.2,0.486,0.318,6,7,6.5,9.6,1.9,0.1,NA,NA,NA,0.3,0.2,0.5,0.068,NA,-0.3,-1.6,-1.9,0
