Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1976-77,32,LAL,NBA,SF,11,NA,382,7.9,19,0.414,5.3,6.1,0.88,2.7,3.2,5.8,3,1.9,0.1,NA,4,21.1,NA,NA,104
Career,NA,,NBA,,11,NA,382,7.9,19,0.414,5.3,6.1,0.88,2.7,3.2,5.8,3,1.9,0.1,NA,4,21.1,NA,NA,104
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,LAL,NBA,,11,NA,382,7.9,19,0.414,5.3,6.1,0.88,2.7,3.2,5.8,3,1.9,0.1,NA,4,21.1,NA,NA,104
