Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1966-67,22,NYK,NBA,SF,4,NA,89,10.5,26.7,0.394,4,5.3,0.769,NA,NA,7.7,4.4,NA,NA,NA,6.5,25.1
1967-68,23,NYK,NBA,SF,6,NA,209,9.5,16.9,0.561,3.4,4.1,0.833,NA,NA,4,1.7,NA,NA,NA,2.8,22.4
1968-69,24,NYK,NBA,SF,5,NA,36,5,21,0.238,2,2,1,NA,NA,5,1,NA,NA,NA,4,12
1969-70,25,NYK,NBA,SF,19,NA,306,9.4,19.4,0.485,2.1,2.2,0.947,NA,NA,5.5,1.9,NA,NA,NA,3.6,20.9
1970-71,26,NYK,NBA,SF,11,NA,120,7.5,19.2,0.391,3.6,3.6,1,NA,NA,6.6,2.4,NA,NA,NA,4.2,18.6
1971-72,27,GSW,NBA,SF,5,NA,161,6.9,14.1,0.492,2,2.7,0.75,NA,NA,4.9,2,NA,NA,NA,2.9,15.9
1972-73,28,GSW,NBA,SF,11,NA,263,9.9,20.1,0.49,2.6,3,0.864,NA,NA,4.9,2.3,NA,NA,NA,3.3,22.3
1976-77,32,LAL,NBA,SF,11,NA,382,6.1,14.8,0.414,4.1,4.7,0.88,2.1,2.5,4.5,2.4,1.5,0.1,NA,3.1,16.4
Career,NA,,NBA,,72,NA,1566,8.3,18,0.46,3.1,3.5,0.87,2.1,2.5,5.1,2.2,1.5,0.1,NA,3.5,19.6
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,NYK,NBA,,45,NA,760,9,19.6,0.461,2.9,3.3,0.886,NA,NA,5.5,2.2,NA,NA,NA,3.8,21
2 seasons,NA,GSW,NBA,,16,NA,424,8.7,17.8,0.49,2.4,2.9,0.824,NA,NA,4.9,2.2,NA,NA,NA,3.1,19.9
1 season,NA,LAL,NBA,,11,NA,382,6.1,14.8,0.414,4.1,4.7,0.88,2.1,2.5,4.5,2.4,1.5,0.1,NA,3.1,16.4
