Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1966-67,22,NYK,NBA,SF,4,NA,22.3,6.5,16.5,0.394,2.5,3.3,0.769,NA,NA,4.8,2.8,NA,NA,NA,4,15.5
1967-68,23,NYK,NBA,SF,6,NA,34.8,9.2,16.3,0.561,3.3,4,0.833,NA,NA,3.8,1.7,NA,NA,NA,2.7,21.7
1968-69,24,NYK,NBA,SF,5,NA,7.2,1,4.2,0.238,0.4,0.4,1,NA,NA,1,0.2,NA,NA,NA,0.8,2.4
1969-70,25,NYK,NBA,SF,19,NA,16.1,4.2,8.7,0.485,0.9,1,0.947,NA,NA,2.5,0.8,NA,NA,NA,1.6,9.4
1970-71,26,NYK,NBA,SF,11,NA,10.9,2.3,5.8,0.391,1.1,1.1,1,NA,NA,2,0.7,NA,NA,NA,1.3,5.6
1971-72,27,GSW,NBA,SF,5,NA,32.2,6.2,12.6,0.492,1.8,2.4,0.75,NA,NA,4.4,1.8,NA,NA,NA,2.6,14.2
1972-73,28,GSW,NBA,SF,11,NA,23.9,6.5,13.4,0.49,1.7,2,0.864,NA,NA,3.3,1.5,NA,NA,NA,2.2,14.8
1976-77,32,LAL,NBA,SF,11,NA,34.7,5.9,14.3,0.414,4,4.5,0.88,2,2.4,4.4,2.3,1.5,0.1,NA,3,15.8
Career,NA,,NBA,,72,NA,21.8,5,10.8,0.46,1.9,2.1,0.87,2,2.4,3.1,1.3,1.5,0.1,NA,2.1,11.8
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,NYK,NBA,,45,NA,16.9,4.2,9.2,0.461,1.4,1.6,0.886,NA,NA,2.6,1,NA,NA,NA,1.8,9.9
2 seasons,NA,GSW,NBA,,16,NA,26.5,6.4,13.1,0.49,1.8,2.1,0.824,NA,NA,3.6,1.6,NA,NA,NA,2.3,14.6
1 season,NA,LAL,NBA,,11,NA,34.7,5.9,14.3,0.414,4,4.5,0.88,2,2.4,4.4,2.3,1.5,0.1,NA,3,15.8
