Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1966-67,22,NYK,NBA,SF,77,NA,1696,7.3,16.7,0.436,3.8,4.8,0.785,NA,NA,5.3,4,NA,NA,NA,3.7,18.4
1967-68,23,NYK,NBA,SF,82,NA,2296,8.6,18.7,0.462,4.4,5.5,0.808,NA,NA,5.9,3.1,NA,NA,NA,3.5,21.7
1968-69,24,NYK,NBA,SF,50,NA,1645,7.9,17.6,0.45,4.2,5.3,0.796,NA,NA,4.6,2.5,NA,NA,NA,3.1,20
1969-70,25,NYK,NBA,SF,78,NA,1563,8.9,17.8,0.498,2.9,3.7,0.775,NA,NA,5.4,3.1,NA,NA,NA,3.2,20.6
1970-71,26,NYK,NBA,SF,57,NA,1056,7.4,17.2,0.429,3.1,4.1,0.773,NA,NA,6.5,2.6,NA,NA,NA,2.5,17.9
1971-72,27,GSW,NBA,SF,79,NA,2902,8.5,18.8,0.455,3.9,4.7,0.833,NA,NA,5.3,3.1,NA,NA,NA,2.2,21
1972-73,28,GSW,NBA,SF,80,NA,2429,8,17.5,0.458,2.5,2.9,0.864,NA,NA,5.2,2.8,NA,NA,NA,2.5,18.6
1973-74,29,GSW,NBA,SF,82,NA,2574,10.3,21.4,0.482,2.9,3.5,0.835,2,3,4.9,2.7,0.8,0.2,NA,2.7,23.6
1974-75,30,LAL,NBA,SF,40,NA,1055,9,19.8,0.455,3.4,3.9,0.894,1.2,2.8,3.9,3.7,0.9,0.1,NA,1.9,21.5
1975-76,31,LAL,NBA,SF,74,NA,1625,8.2,17.8,0.463,2.9,3.3,0.892,1.1,2.9,4.1,2.7,1.2,0.1,NA,2.7,19.4
1976-77,32,LAL,NBA,SF,82,NA,2583,8.1,16.4,0.49,2.6,3.1,0.858,1.2,2.9,4.1,2.9,1.2,0.1,NA,2.3,18.7
1977-78,33,CHI,NBA,SF,36,NA,789,6.1,13.9,0.438,2.2,2.6,0.86,1.4,2.4,3.8,2.8,0.9,0.2,1.6,2.9,14.4
Career,NA,,NBA,,817,NA,22213,8.4,18.1,0.464,3.3,4,0.827,1.4,2.9,5,3,1,0.1,1.6,2.7,20.1
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,NYK,NBA,,344,NA,8256,8.1,17.7,0.457,3.8,4.8,0.792,NA,NA,5.5,3.1,NA,NA,NA,3.3,20
3 seasons,NA,GSW,NBA,,241,NA,7905,9,19.3,0.466,3.2,3.8,0.841,2,3,5.2,2.9,0.8,0.2,NA,2.5,21.1
3 seasons,NA,LAL,NBA,,196,NA,5263,8.3,17.5,0.474,2.9,3.3,0.877,1.2,2.9,4,3,1.1,0.1,NA,2.3,19.5
1 season,NA,CHI,NBA,,36,NA,789,6.1,13.9,0.438,2.2,2.6,0.86,1.4,2.4,3.8,2.8,0.9,0.2,1.6,2.9,14.4
