Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1966-67,22,NYK,NBA,SF,77,NA,22,4.5,10.2,0.436,2.3,3,0.785,NA,NA,3.3,2.4,NA,NA,NA,2.3,11.3
1967-68,23,NYK,NBA,SF,82,NA,28,6.7,14.5,0.462,3.4,4.3,0.808,NA,NA,4.6,2.4,NA,NA,NA,2.7,16.9
1968-69,24,NYK,NBA,SF,50,NA,32.9,7.2,16.1,0.45,3.8,4.8,0.796,NA,NA,4.2,2.3,NA,NA,NA,2.8,18.3
1969-70,25,NYK,NBA,SF,78,NA,20,4.9,9.9,0.498,1.6,2.1,0.775,NA,NA,3,1.7,NA,NA,NA,1.8,11.5
1970-71,26,NYK,NBA,SF,57,NA,18.5,3.8,8.8,0.429,1.6,2.1,0.773,NA,NA,3.4,1.4,NA,NA,NA,1.3,9.2
1971-72,27,GSW,NBA,SF,79,NA,36.7,8.7,19.2,0.455,4,4.8,0.833,NA,NA,5.4,3.1,NA,NA,NA,2.2,21.4
1972-73,28,GSW,NBA,SF,80,NA,30.4,6.8,14.8,0.458,2.2,2.5,0.864,NA,NA,4.4,2.3,NA,NA,NA,2.1,15.7
1973-74,29,GSW,NBA,SF,82,NA,31.4,9,18.7,0.482,2.5,3,0.835,1.7,2.6,4.3,2.3,0.7,0.2,NA,2.4,20.5
1974-75,30,LAL,NBA,SF,40,NA,26.4,6.6,14.5,0.455,2.5,2.8,0.894,0.9,2,2.9,2.7,0.7,0.1,NA,1.4,15.7
1975-76,31,LAL,NBA,SF,74,NA,22,5,10.8,0.463,1.8,2,0.892,0.7,1.8,2.5,1.6,0.7,0,NA,1.6,11.8
1976-77,32,LAL,NBA,SF,82,NA,31.5,7,14.4,0.49,2.3,2.7,0.858,1,2.5,3.6,2.6,1,0.1,NA,2,16.4
1977-78,33,CHI,NBA,SF,36,NA,21.9,3.7,8.4,0.438,1.4,1.6,0.86,0.9,1.4,2.3,1.7,0.5,0.1,1,1.8,8.8
Career,NA,,NBA,,817,NA,27.2,6.3,13.7,0.464,2.5,3,0.827,1.1,2.2,3.8,2.2,0.8,0.1,1,2.1,15.1
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,NYK,NBA,,344,NA,24,5.4,11.8,0.457,2.5,3.2,0.792,NA,NA,3.7,2.1,NA,NA,NA,2.2,13.3
3 seasons,NA,GSW,NBA,,241,NA,32.8,8.2,17.5,0.466,2.9,3.4,0.841,1.7,2.6,4.7,2.6,0.7,0.2,NA,2.2,19.2
3 seasons,NA,LAL,NBA,,196,NA,26.9,6.2,13.1,0.474,2.1,2.4,0.877,0.9,2.2,3,2.3,0.8,0.1,NA,1.7,14.5
1 season,NA,CHI,NBA,,36,NA,21.9,3.7,8.4,0.438,1.4,1.6,0.86,0.9,1.4,2.3,1.7,0.5,0.1,1,1.8,8.8
