,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1970-71,22,VIR,ABA,,2,,0,,,,1,1,,,,,,,,,4
1971-72,23,VIR,ABA,,10,,0,,,,6,8,,,,,,,,,25
1972-73,24,VIR,ABA,,3,,0,,,,2,2,,,,,,,,,7
1973-74,25,VIR,ABA,,8,,1,,,,5,5,,,,,,,,,19
Career,,,,,10,,1,,,,6,8,,,,,,,,,25
