Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
1978-79,30,HOU,NBA,PG,1,0,15:00,3,5,0.6,NA,NA,NA,0,0,NA,0,1,5,2,0,4,4,6
Career,NA,,NBA,,1,0,15,3,5,0.6,NA,NA,NA,0,0,NA,0,1,5,2,0,4,4,6
