Season,Team,Lg,Salary
2017-18,Toronto Raptors,NBA,"$92,160"
2017-18,Sacramento Kings,NBA,"$55,296"
2017-18,New York Knicks,NBA,"$50,000"
2017-18,Los Angeles Lakers,NBA,"$46,080"
Career,(may be incomplete),,"$243,536"
