,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
2000-01,19,INDIANA,34,1108,164,371,12,49,129,208,,234,82,31,42,100,100,469,.442,.245,.620,32.6,13.8,6.9,2.4
2001-02,20,INDIANA,36,1175,189,414,27,71,134,201,,273,74,54,46,102,88,539,.457,.380,.667,32.6,15.0,7.6,2.1
Career,,,70,2283,353,785,39,120,263,409,,507,156,85,88,202,188,1008,.450,.325,.643,32.6,14.4,7.2,2.2
