,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2017-18,22,MIA,NBA,PG,16,147,100%,,,,,-9.1,-10.4,2,0,5,0,1,1,39,0,1
2019-20,24,TOT,NBA,PG,26,248,100%,,,,,-2.4,-3.7,3,0,8,2,3,1,71,0,1
2019-20,24,LAC,NBA,PG,23,222,100%,,,,,-0.3,-7.3,3,0,7,1,3,0,58,0,1
2019-20,24,DET,NBA,PG,3,26,100%,,,,,-20.7,-16.7,0,0,1,1,0,1,13,0,0
Career,,,NBA,,42,395,100%,,,,,-4.9,-6.2,5,0,13,2,4,2,110,0,2
,,,,,,,,,,,,,,,,,,,,,,
1 season,,LAC,NBA,,23,222,100%,,,,,-0.3,-7.3,3,0,7,1,3,0,58,0,1
1 season,,MIA,NBA,,16,147,100%,,,,,-9.1,-10.4,2,0,5,0,1,1,39,0,1
1 season,,DET,NBA,,3,26,100%,,,,,-20.7,-16.7,0,0,1,1,0,1,13,0,0
