Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1977-78,23,WSB,NBA,SF,19,NA,243,3.1,9.3,0.333,NA,NA,NA,3.1,9.3,0.333,4.7,6.1,0.78,4,7.7,11.7,2.7,1.3,0.4,2.1,4.3,11
1978-79,24,WSB,NBA,SF,19,NA,312,6.1,11.7,0.525,NA,NA,NA,6.1,11.7,0.525,3.6,4.7,0.756,3.9,6.7,10.6,2,1,0.7,2.3,3.2,15.8
1979-80,25,WSB,NBA,SF,2,NA,73,4.4,13.8,0.321,0,0,NA,4.4,13.8,0.321,2,3.5,0.571,1,5.9,6.9,3.5,0.5,0.5,3.9,3.9,10.8
1981-82,27,WSB,NBA,SF,7,NA,268,4.8,13.4,0.36,0,0,NA,4.8,13.4,0.36,2.8,3.4,0.84,3,5.5,8.5,3,1.9,0.4,1.6,2.7,12.5
1983-84,29,WSB,NBA,SF,4,NA,168,5.8,12.6,0.458,0,0.2,0,5.8,12.4,0.466,2.6,2.8,0.923,1.5,3.6,5.1,3,1.5,0.6,1.7,2.6,14.1
1984-85,30,WSB,NBA,SF,4,0,65,6.1,13.3,0.458,0,1.1,0,6.1,12.2,0.5,4.4,5,0.889,2.2,5.5,7.8,3.3,1.7,0,2.8,3.9,16.6
1986-87,32,GSW,NBA,SF,10,0,179,5.2,9.7,0.542,0.8,2,0.4,4.4,7.6,0.579,0.6,0.8,0.75,3.6,4.4,8,3.8,1.6,0,1.8,3.2,11.9
Career,NA,,NBA,,65,0,1308,5,11.6,0.433,0.2,0.6,0.308,4.9,11.3,0.437,3.1,3.9,0.793,3.1,5.8,9,2.8,1.4,0.4,2.1,3.3,13.2
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,WSB,NBA,,55,0,1129,5,12,0.419,0,0.2,0,5,11.9,0.422,3.4,4.3,0.794,3.1,6.1,9.1,2.7,1.4,0.5,2.1,3.3,13.5
1 season,NA,GSW,NBA,,10,0,179,5.2,9.7,0.542,0.8,2,0.4,4.4,7.6,0.579,0.6,0.8,0.75,3.6,4.4,8,3.8,1.6,0,1.8,3.2,11.9
