,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,37,TOR,NBA,PF,78,2767,,,5%,93%,3%,+4.8,+7.3,101,16,133,10,36,0,590,7,20
2001-02,38,CHI,NBA,PF,57,1383,,,6%,93%,1%,-12.8,-5.0,70,10,99,5,8,0,241,0,4
2002-03,39,WAS,NBA,C,42,514,,,,51%,49%,+1.5,+3.0,15,0,42,5,10,0,90,0,2
2003-04,40,HOU,NBA,PF,7,25,,,,37%,63%,+3.2,+1.3,1,0,4,0,0,0,4,0,1
Career,,,NBA,,184,4689,,,5%,88%,8%,-0.7,+3.2,187,26,278,20,54,0,925,7,27
,,,,,,,,,,,,,,,,,,,,,,
1 season,,TOR,NBA,,78,2767,,,5%,93%,3%,+4.8,+7.3,101,16,133,10,36,0,590,7,20
1 season,,CHI,NBA,,57,1383,,,6%,93%,1%,-12.8,-5.0,70,10,99,5,8,0,241,0,4
1 season,,WAS,NBA,,42,514,,,,51%,49%,+1.5,+3.0,15,0,42,5,10,0,90,0,2
1 season,,HOU,NBA,,7,25,,,,37%,63%,+3.2,+1.3,1,0,4,0,0,0,4,0,1
