Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,TOV%,USG%,,OWS,DWS,WS,WS/48
1967-68,NA,DLC,ABA,PF,6,50,5.3,0.342,0.04,0.52,NA,NA,23.5,5.7,18.6,28.1,NA,-0.2,0.1,-0.1,-0.114
Career,NA,,ABA,,6,50,5.3,0.342,0.04,0.52,NA,NA,23.5,5.7,18.6,28.1,NA,-0.2,0.1,-0.1,-0.114
