Season,Team,Lg,Salary
2016-17,Houston Rockets,NBA,"$543,471"
2016-17,Milwaukee Bucks,NBA,"$35,166"
2017-18,Los Angeles Lakers,NBA,< $Minimum
2017-18,Milwaukee Bucks,NBA,< $Minimum
2018-19,Washington Wizards,NBA,"$85,458"
Career,(may be incomplete),,"$664,095"
