,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2016-17,24,MIL,NBA,PG,6,99,100%,,,,,-29.3,-30.1,5,3,5,1,3,0,33,1,3
2017-18,25,TOT,NBA,PG,23,221,66%,34%,,,,+2.4,+3.4,4,2,14,0,3,0,51,1,4
2017-18,25,MIL,NBA,PG,12,106,30%,70%,,,,+4.1,+4.3,2,0,5,0,2,0,21,1,3
2017-18,25,LAL,NBA,PG,11,115,99%,1%,,,,+1.0,+2.6,2,2,9,0,1,0,30,0,1
2018-19,26,WAS,NBA,PG,3,16,82%,18%,,,,+24.3,+27.4,0,0,0,0,0,0,10,0,0
2019-20,27,WAS,NBA,PG,29,432,14%,86%,1%,,,-15.2,-13.1,9,4,22,1,4,1,116,2,7
Career,,,NBA,,61,768,41%,58%,,,,-11.1,-9.7,18,9,41,2,10,1,210,4,14
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,WAS,NBA,,32,448,16%,83%,1%,,,-13.8,-11.6,9,4,22,1,4,1,126,2,7
2 seasons,,MIL,NBA,,18,205,64%,36%,,,,-12.0,-12.3,7,3,10,1,5,0,54,2,6
1 season,,LAL,NBA,,11,115,99%,1%,,,,+1.0,+2.6,2,2,9,0,1,0,30,0,1
