,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
2012-13,18,MICHIGANST,34,1010,150,329,65,158,74,98,30,86,46,45,6,51,68,439,.456,.411,.755,29.7,12.9,2.5,1.4
2013-14,19,MICHIGANST,35,1131,195,455,81,230,115,142,37,140,94,63,15,60,73,586,.429,.352,.810,32.3,16.7,4.0,2.7
Career,,,69,2141,345,784,146,388,189,240,67,226,140,108,21,111,141,1025,.440,.376,.788,31.0,14.9,3.3,2.0
