,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,27,DAL,NBA,SF,10,434,,68%,30%,2%,,-6.8,-26.9,14,4,10,6,12,0,99,5,9
2001-02,28,DAL,NBA,SF,8,373,,17%,72%,11%,,-0.1,-0.3,4,8,15,2,22,0,43,3,10
2002-03,29,DAL,NBA,SF,20,822,,22%,69%,9%,,-2.2,-9.9,16,9,26,5,26,0,146,3,14
2003-04,30,DAL,NBA,SG,5,196,,40%,60%,,,+3.2,+13.8,2,5,3,1,4,0,30,1,6
2004-05,31,DAL,NBA,SG,13,491,,36%,48%,16%,,-1.5,+3.2,8,3,22,1,4,0,64,0,3
2005-06,32,SAS,NBA,SG,13,411,,7%,74%,18%,,+0.7,-4.2,5,3,12,1,4,1,42,0,4
2006-07,33,SAS,NBA,SF,20,538,,,78%,22%,,+6.0,+3.9,3,5,22,2,2,2,50,0,2
2007-08,34,SAS,NBA,SG,17,391,,59%,41%,,,-1.6,-1.9,2,3,8,1,2,1,39,0,1
2008-09,35,SAS,NBA,SF,5,143,,,78%,22%,,-13.9,-16.3,4,0,4,0,1,2,12,0,3
2009-10,36,BOS,NBA,SF,18,108,,20%,79%,1%,,+5.3,+2.4,0,0,3,0,0,0,8,0,0
Career,,,NBA,,129,3907,,28%,61%,11%,,-0.9,-4.6,58,40,125,19,77,6,533,12,52
,,,,,,,,,,,,,,,,,,,,,,
5 seasons,,DAL,NBA,,56,2316,,34%,57%,9%,,-2.1,-6.8,44,29,76,15,68,0,382,12,42
4 seasons,,SAS,NBA,,55,1483,,18%,67%,15%,,+0.6,-1.8,14,11,46,4,9,6,143,0,10
1 season,,BOS,NBA,,18,108,,20%,79%,1%,,+5.3,+2.4,0,0,3,0,0,0,8,0,0
