Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
1999-00,26,DAL,NBA,SF,1,0,10:00,5,6,0.833,1,2,0.5,0,0,NA,0,1,0,0,0,1,0,11
2000-01,27,DAL,NBA,SF,1,0,19:00,5,15,0.333,0,2,0,2,2,1,2,3,5,0,0,1,0,12
Career,NA,,NBA,,2,0,29,10,21,0.476,1,4,0.25,2,2,1,2,4,5,0,0,2,0,23
