Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1960-61,22,BOS,NBA,SF,68,NA,1084,148,352,0.42,67,100,0.67,385,44,131,363
1961-62,23,BOS,NBA,SF,80,NA,2325,350,804,0.435,197,263,0.749,762,74,279,897
1962-63,24,BOS,NBA,SF,80,NA,2148,339,744,0.456,186,252,0.738,576,95,262,864
1963-64,25,BOS,NBA,PF,80,NA,2370,349,836,0.417,213,280,0.761,667,102,277,911
1964-65,26,BOS,NBA,PF,80,NA,2459,374,871,0.429,193,259,0.745,661,92,318,941
1965-66,27,BOS,NBA,PF,72,NA,1896,349,816,0.428,211,276,0.764,508,90,317,909
1966-67,28,BOS,NBA,SF,81,NA,1926,323,755,0.428,178,218,0.817,439,91,304,824
1967-68,29,BOS,NBA,SF,78,NA,1981,296,691,0.428,200,255,0.784,454,100,300,792
1968-69,30,BOS,NBA,SF,82,NA,2184,364,847,0.43,187,255,0.733,574,110,293,915
1969-70,31,BOS,NBA,SF,57,NA,1616,246,555,0.443,161,183,0.88,314,92,199,653
1970-71,32,BOS,NBA,SF,17,NA,121,16,44,0.364,7,8,0.875,17,11,25,39
1971-72,33,BOS,NBA,SF,82,NA,1631,215,524,0.41,111,136,0.816,353,98,257,541
1972-73,34,BOS,NBA,SF,59,NA,423,47,149,0.315,23,35,0.657,88,27,82,117
Career,NA,,NBA,,916,NA,22164,3416,7988,0.428,1934,2520,0.767,5798,1026,3044,8766
