Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1960-61,22,BOS,NBA,SF,68,NA,15.9,2.2,5.2,0.42,1,1.5,0.67,5.7,0.6,1.9,5.3
1961-62,23,BOS,NBA,SF,80,NA,29.1,4.4,10.1,0.435,2.5,3.3,0.749,9.5,0.9,3.5,11.2
1962-63,24,BOS,NBA,SF,80,NA,26.9,4.2,9.3,0.456,2.3,3.2,0.738,7.2,1.2,3.3,10.8
1963-64,25,BOS,NBA,PF,80,NA,29.6,4.4,10.5,0.417,2.7,3.5,0.761,8.3,1.3,3.5,11.4
1964-65,26,BOS,NBA,PF,80,NA,30.7,4.7,10.9,0.429,2.4,3.2,0.745,8.3,1.2,4,11.8
1965-66,27,BOS,NBA,PF,72,NA,26.3,4.8,11.3,0.428,2.9,3.8,0.764,7.1,1.3,4.4,12.6
1966-67,28,BOS,NBA,SF,81,NA,23.8,4,9.3,0.428,2.2,2.7,0.817,5.4,1.1,3.8,10.2
1967-68,29,BOS,NBA,SF,78,NA,25.4,3.8,8.9,0.428,2.6,3.3,0.784,5.8,1.3,3.8,10.2
1968-69,30,BOS,NBA,SF,82,NA,26.6,4.4,10.3,0.43,2.3,3.1,0.733,7,1.3,3.6,11.2
1969-70,31,BOS,NBA,SF,57,NA,28.4,4.3,9.7,0.443,2.8,3.2,0.88,5.5,1.6,3.5,11.5
1970-71,32,BOS,NBA,SF,17,NA,7.1,0.9,2.6,0.364,0.4,0.5,0.875,1,0.6,1.5,2.3
1971-72,33,BOS,NBA,SF,82,NA,19.9,2.6,6.4,0.41,1.4,1.7,0.816,4.3,1.2,3.1,6.6
1972-73,34,BOS,NBA,SF,59,NA,7.2,0.8,2.5,0.315,0.4,0.6,0.657,1.5,0.5,1.4,2
Career,NA,,NBA,,916,NA,24.2,3.7,8.7,0.428,2.1,2.8,0.767,6.3,1.1,3.3,9.6
