Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1960-61,22,BOS,NBA,SF,68,1084,11.7,0.458,0.284,NA,NA,NA,NA,NA,0.5,2.5,3,0.132
1961-62,23,BOS,NBA,SF,80,2325,12.4,0.488,0.327,NA,NA,NA,NA,NA,2.2,5.1,7.2,0.149
1962-63,24,BOS,NBA,SF,80,2148,12.6,0.505,0.339,NA,NA,NA,NA,NA,2.3,4.5,6.8,0.152
1963-64,25,BOS,NBA,PF,80,2370,12.7,0.475,0.335,NA,NA,NA,NA,NA,1.5,6.1,7.6,0.154
1964-65,26,BOS,NBA,PF,80,2459,12.2,0.478,0.297,NA,NA,NA,4.8,NA,1.9,5.5,7.5,0.146
1965-66,27,BOS,NBA,PF,72,1896,13.6,0.485,0.338,NA,NA,NA,6.6,NA,1.8,3.7,5.5,0.139
1966-67,28,BOS,NBA,SF,81,1926,11.2,0.484,0.289,NA,NA,NA,6,NA,1.3,2.7,4,0.1
1967-68,29,BOS,NBA,SF,78,1981,11.4,0.493,0.369,NA,NA,NA,6.4,NA,1.5,2.9,4.3,0.105
1968-69,30,BOS,NBA,SF,82,2184,12.8,0.477,0.301,NA,NA,NA,6.8,NA,1.3,4.1,5.4,0.119
1969-70,31,BOS,NBA,SF,57,1616,11.6,0.514,0.33,NA,NA,NA,7.4,NA,1.5,1.5,3,0.09
1970-71,32,BOS,NBA,SF,17,121,6.1,0.41,0.182,NA,NA,6.1,11,NA,-0.1,0.1,0,0.006
1971-72,33,BOS,NBA,SF,82,1631,8.9,0.463,0.26,NA,NA,9.9,7.2,NA,-0.1,2.4,2.4,0.07
1972-73,34,BOS,NBA,SF,59,423,4.9,0.356,0.235,NA,NA,9.4,7.5,NA,-1,0.8,-0.2,-0.021
Career,NA,,NBA,,916,22164,11.9,0.482,0.315,NA,NA,9.6,6.4,NA,14.6,41.9,56.5,0.122
