Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Willie Murrell,,7,4.6,3.1
Shareef Abdur-Rahim,97.7,6.9,4.6,2.9
Bones McKinney,95.7,7.1,4.9,3.3
Joe Smith,93.7,6.8,4.4,2.6
Truck Robinson,93.4,7.3,4.3,2.7
John Williams,93.4,6.9,5,3.5
Kenyon Martin,91.8,7.1,4.9,2.1
Juwan Howard,91.4,7,5.6,2.8
Roy Hinson,90.8,7.4,5,2.5
Tom Meschery,90.6,7.5,3.7,3
Greg Smith,89.8,6.8,5.5,2.7
