Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1967-68,26,DNR,ABA,SF,5,NA,198,8.2,16,0.511,0,0.2,0,8.2,15.8,0.517,4,4.7,0.846,NA,NA,8.5,1.3,1.5,4.4,20.4
1968-69,27,MMF,ABA,SF,12,NA,456,6.5,14.1,0.458,0.1,0.3,0.25,6.4,13.8,0.463,2.5,3,0.842,NA,NA,8,1.7,1.5,3,15.6
1969-70,28,KEN,ABA,SF,7,NA,35,3.1,11.3,0.273,0,1,0,3.1,10.3,0.3,2.1,5.1,0.4,NA,NA,11.3,1,6.2,11.3,8.2
Career,NA,,ABA,,24,NA,689,6.8,14.5,0.468,0.1,0.3,0.167,6.7,14.2,0.474,2.9,3.6,0.812,NA,NA,8.3,1.5,1.7,3.8,16.6
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,MMF,ABA,,12,NA,456,6.5,14.1,0.458,0.1,0.3,0.25,6.4,13.8,0.463,2.5,3,0.842,NA,NA,8,1.7,1.5,3,15.6
1 season,NA,KEN,ABA,,7,NA,35,3.1,11.3,0.273,0,1,0,3.1,10.3,0.3,2.1,5.1,0.4,NA,NA,11.3,1,6.2,11.3,8.2
1 season,NA,DNR,ABA,,5,NA,198,8.2,16,0.511,0,0.2,0,8.2,15.8,0.517,4,4.7,0.846,NA,NA,8.5,1.3,1.5,4.4,20.4
