Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1967-68,26,DNR,ABA,SF,71,NA,2495,7.2,15.4,0.466,0,0.2,0.273,7.1,15.3,0.468,2.4,3.4,0.703,NA,NA,9.2,0.9,1.7,2.9,16.8
1968-69,27,MMF,ABA,SF,75,NA,2493,6.9,14.7,0.467,0.1,0.3,0.222,6.8,14.5,0.472,2.8,3.9,0.71,2.7,5.5,8.2,1.5,2.3,3.5,16.6
1969-70,28,TOT,ABA,SF,82,NA,1759,5.6,12.2,0.463,0.1,0.3,0.412,5.5,11.8,0.465,2.4,3.2,0.76,2.5,6.8,9.3,1.4,2.3,4.1,13.8
1969-70,28,MMF,ABA,SF,47,NA,1321,6.2,13,0.477,0.1,0.3,0.3,6.1,12.8,0.481,2.7,3.4,0.786,2,6.5,8.5,1.5,2.4,3.6,15.2
1969-70,28,KEN,ABA,SF,35,NA,438,3.9,9.7,0.407,0.3,0.6,0.571,3.6,9.1,0.396,1.5,2.3,0.643,3.9,7.7,11.6,0.8,2.1,5.6,9.7
Career,NA,,ABA,,228,NA,6747,6.7,14.3,0.466,0.1,0.2,0.304,6.6,14.1,0.469,2.5,3.5,0.719,2.6,6,8.8,1.2,2.1,3.4,15.9
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,MMF,ABA,,122,NA,3814,6.6,14.1,0.47,0.1,0.3,0.25,6.6,13.9,0.474,2.7,3.7,0.734,2.5,5.8,8.3,1.5,2.3,3.5,16.1
1 season,NA,DNR,ABA,,71,NA,2495,7.2,15.4,0.466,0,0.2,0.273,7.1,15.3,0.468,2.4,3.4,0.703,NA,NA,9.2,0.9,1.7,2.9,16.8
1 season,NA,KEN,ABA,,35,NA,438,3.9,9.7,0.407,0.3,0.6,0.571,3.6,9.1,0.396,1.5,2.3,0.643,3.9,7.7,11.6,0.8,2.1,5.6,9.7
