Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1967-68,26,DNR,ABA,SF,5,NA,39.6,9,17.6,0.511,0,0.2,0,9,17.4,0.517,0.511,4.4,5.2,0.846,NA,NA,9.4,1.4,1.6,4.8,22.4
1968-69,27,MMF,ABA,SF,12,NA,38,6.8,14.9,0.458,0.1,0.3,0.25,6.8,14.6,0.463,0.461,2.7,3.2,0.842,NA,NA,8.4,1.8,1.6,3.2,16.4
1969-70,28,KEN,ABA,SF,7,NA,5,0.4,1.6,0.273,0,0.1,0,0.4,1.4,0.3,0.273,0.3,0.7,0.4,NA,NA,1.6,0.1,0.9,1.6,1.1
Career,NA,,ABA,,24,NA,28.7,5.4,11.6,0.468,0,0.3,0.167,5.4,11.3,0.474,0.469,2.3,2.9,0.812,NA,NA,6.6,1.2,1.4,3,13.2
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,MMF,ABA,,12,NA,38,6.8,14.9,0.458,0.1,0.3,0.25,6.8,14.6,0.463,0.461,2.7,3.2,0.842,NA,NA,8.4,1.8,1.6,3.2,16.4
1 season,NA,KEN,ABA,,7,NA,5,0.4,1.6,0.273,0,0.1,0,0.4,1.4,0.3,0.273,0.3,0.7,0.4,NA,NA,1.6,0.1,0.9,1.6,1.1
1 season,NA,DNR,ABA,,5,NA,39.6,9,17.6,0.511,0,0.2,0,9,17.4,0.517,0.511,4.4,5.2,0.846,NA,NA,9.4,1.4,1.6,4.8,22.4
