Season,Team,Lg,Salary
1991-92,New York Knicks,NBA,"$210,000"
1992-93,New York Knicks,NBA,"$273,000"
1993-94,New York Knicks,NBA,"$1,100,000"
1994-95,New York Knicks,NBA,"$1,200,000"
1995-96,New York Knicks,NBA,"$3,472,000"
1996-97,Charlotte Hornets,NBA,"$2,777,000"
1997-98,Charlotte Hornets,NBA,"$3,471,500"
1998-99,Charlotte Hornets,NBA,"$4,165,000"
1999-00,Charlotte Hornets,NBA,"$4,860,100"
2000-01,Miami Heat,NBA,"$5,550,000"
2001-02,Milwaukee Bucks,NBA,"$4,538,000"
2002-03,Milwaukee Bucks,NBA,"$4,370,819"
2003-04,Milwaukee Bucks,NBA,"$4,348,094"
2004-05,Milwaukee Bucks,NBA,"$4,710,435"
Career,(may be incomplete),,"$45,045,948"
