Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Richie Regan,,1.6,1.5,0.4
Mike Bratz,95.8,1.7,1.5,0.4
Lee Mayberry,93.6,1.8,1.6,0.4
Med Park,92.7,1.8,1.6,0.4
Anthony Carter,89.4,1.7,1.4,0.2
Slick Leonard,88.2,1.5,1.3,0.4
Quinn Cook,87.9,1.8,1.6,0.2
Al Bianchi,85.3,1.8,1.5,0.8
Isaiah Canaan,85.1,1.4,1.4,0.2
Eric Maynor,84.2,1.9,1.5,0.1
Chris Carr,83.4,1.7,1.1,0.3
