,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2000-01,28,MIL,NBA,SF,76,2813,.468,12.9,.874,.145,.169,.362,.199,.126,.493,.602,.494,.487,.424,.299,.566,.028,40,.873,.185,.206,4,0
2001-02,29,MIL,NBA,SF,66,2346,.467,13.3,.845,.139,.151,.373,.180,.155,.493,.525,.491,.502,.454,.326,.632,.017,20,.914,.124,.182,3,0
2002-03,30,ATL,NBA,SF,69,2591,.432,14.7,.789,.105,.144,.313,.228,.211,.456,.550,.400,.454,.451,.342,.586,.009,10,.978,.171,.400,2,0
2003-04,31,PHI,NBA,SF,42,1336,.448,14.0,.837,.109,.150,.353,.225,.163,.469,.597,.489,.433,.449,.340,.639,.011,6,.971,.200,.450,1,0
2004-05,32,SAS,NBA,SF,9,157,.442,13.6,.922,.052,.208,.338,.325,.078,.451,.750,.438,.385,.480,.333,.563,.000,0,1.000,.500,.333,0,0
Career,,,NBA,,262,9243,.455,13.7,.839,.126,.156,.350,.208,.161,.479,.569,.468,.474,.444,.327,.598,.017,76,.937,.170,.315,10,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,MIL,NBA,,142,5159,.468,13.1,.861,.142,.161,.367,.191,.139,.493,.569,.493,.494,.437,.312,.594,.023,60,.894,.155,.196,7,0
1 season,,ATL,NBA,,69,2591,.432,14.7,.789,.105,.144,.313,.228,.211,.456,.550,.400,.454,.451,.342,.586,.009,10,.978,.171,.400,2,0
1 season,,PHI,NBA,,42,1336,.448,14.0,.837,.109,.150,.353,.225,.163,.469,.597,.489,.433,.449,.340,.639,.011,6,.971,.200,.450,1,0
1 season,,SAS,NBA,,9,157,.442,13.6,.922,.052,.208,.338,.325,.078,.451,.750,.438,.385,.480,.333,.563,.000,0,1.000,.500,.333,0,0
