,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1969-70,23,CHI,NBA,,1,2,2,3,,,3,2,,,2,4
1973-74,27,BUF,NBA,,1,3,0,2,,,1,1,,,2,2
Career,,,,,1,3,2,3,,,3,2,,,2,4
1 Season,,CHI,NBA,,1,2,2,3,,,3,2,,,2,4
1 Season,,BUF,NBA,,1,3,0,2,,,1,1,,,2,2
