Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,,ORtg,DRtg
1973-74,27,BUF,NBA,PF,74,NA,1304,5.6,12.1,0.467,3.5,4.9,0.713,3.2,7.6,10.8,4.7,1.2,0.6,5.1,14.8,NA,NA,100
1974-75,28,ATL,NBA,PF,73,NA,797,6.4,14.8,0.433,3.3,4.8,0.702,3.8,6.5,10.3,4.6,1.1,0.2,5.8,16.1,NA,NA,101
Career,NA,,NBA,,147,NA,2101,5.9,13.1,0.477,3.5,4.9,0.749,3.4,7.2,10.6,4.6,1.2,0.5,5.4,15.3,NA,NA,100
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,BUF,NBA,,74,NA,1304,5.6,12.1,0.487,3.5,4.9,0.764,3.2,7.6,10.8,4.7,1.2,0.6,5.1,14.8,NA,NA,100
1 season,NA,ATL,NBA,,73,NA,797,6.4,14.8,0.433,3.3,4.8,0.702,3.8,6.5,10.3,4.6,1.1,0.2,5.8,16.1,NA,NA,101
1 season,NA,CHI,NBA,,0,NA,0,NA,NA,0.425,NA,NA,0.715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,SEA,NBA,,0,NA,0,NA,NA,0.442,NA,NA,0.702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
