Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1968-69,22,SEA,NBA,C,82,NA,1660,219,496,0.442,203,289,0.702,NA,NA,484,83,NA,NA,252,641
1969-70,23,CHI,NBA,PF,64,NA,775,94,221,0.425,88,123,0.715,NA,NA,211,76,NA,NA,117,276
1970-71,24,BUF,NBA,PF,78,NA,2778,616,1309,0.471,359,485,0.74,NA,NA,837,354,NA,NA,263,1591
1971-72,25,BUF,NBA,PF,77,NA,3205,558,1123,0.497,341,429,0.795,NA,NA,787,297,NA,NA,273,1457
1972-73,26,BUF,NBA,SF,77,NA,3049,535,1059,0.505,280,359,0.78,NA,NA,855,396,NA,NA,211,1350
1973-74,27,BUF,NBA,PF,74,NA,1304,171,366,0.467,107,150,0.713,97,229,326,142,37,18,155,449
1974-75,28,ATL,NBA,PF,73,NA,797,113,261,0.433,59,84,0.702,67,115,182,81,19,4,103,285
Career,NA,,NBA,,525,NA,13568,2306,4835,0.477,1437,1919,0.749,164,344,3682,1429,56,22,1374,6049
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,BUF,NBA,,306,NA,10336,1880,3857,0.487,1087,1423,0.764,97,229,2805,1189,37,18,902,4847
1 season,NA,SEA,NBA,,82,NA,1660,219,496,0.442,203,289,0.702,NA,NA,484,83,NA,NA,252,641
1 season,NA,ATL,NBA,,73,NA,797,113,261,0.433,59,84,0.702,67,115,182,81,19,4,103,285
1 season,NA,CHI,NBA,,64,NA,775,94,221,0.425,88,123,0.715,NA,NA,211,76,NA,NA,117,276
