Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1968-69,22,SEA,NBA,C,82,NA,1660,4.7,10.8,0.442,4.4,6.3,0.702,NA,NA,10.5,1.8,NA,NA,5.5,13.9
1969-70,23,CHI,NBA,PF,64,NA,775,4.4,10.3,0.425,4.1,5.7,0.715,NA,NA,9.8,3.5,NA,NA,5.4,12.8
1970-71,24,BUF,NBA,PF,78,NA,2778,8,17,0.471,4.7,6.3,0.74,NA,NA,10.8,4.6,NA,NA,3.4,20.6
1971-72,25,BUF,NBA,PF,77,NA,3205,6.3,12.6,0.497,3.8,4.8,0.795,NA,NA,8.8,3.3,NA,NA,3.1,16.4
1972-73,26,BUF,NBA,SF,77,NA,3049,6.3,12.5,0.505,3.3,4.2,0.78,NA,NA,10.1,4.7,NA,NA,2.5,15.9
1973-74,27,BUF,NBA,PF,74,NA,1304,4.7,10.1,0.467,3,4.1,0.713,2.7,6.3,9,3.9,1,0.5,4.3,12.4
1974-75,28,ATL,NBA,PF,73,NA,797,5.1,11.8,0.433,2.7,3.8,0.702,3,5.2,8.2,3.7,0.9,0.2,4.7,12.9
Career,NA,,NBA,,525,NA,13568,6.1,12.8,0.477,3.8,5.1,0.749,2.8,5.9,9.8,3.8,1,0.4,3.6,16
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,BUF,NBA,,306,NA,10336,6.5,13.4,0.487,3.8,5,0.764,2.7,6.3,9.8,4.1,1,0.5,3.1,16.9
1 season,NA,SEA,NBA,,82,NA,1660,4.7,10.8,0.442,4.4,6.3,0.702,NA,NA,10.5,1.8,NA,NA,5.5,13.9
1 season,NA,ATL,NBA,,73,NA,797,5.1,11.8,0.433,2.7,3.8,0.702,3,5.2,8.2,3.7,0.9,0.2,4.7,12.9
1 season,NA,CHI,NBA,,64,NA,775,4.4,10.3,0.425,4.1,5.7,0.715,NA,NA,9.8,3.5,NA,NA,5.4,12.8
