Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1968-69,22,SEA,NBA,C,82,1660,12.5,0.514,0.583,NA,NA,NA,6.6,NA,NA,NA,2.1,1,3.1,0.09,NA,NA,NA,NA,NA
1969-70,23,CHI,NBA,PF,64,775,12,0.502,0.557,NA,NA,NA,12.5,NA,NA,NA,0.5,0.9,1.4,0.087,NA,NA,NA,NA,NA
1970-71,24,BUF,NBA,PF,78,2778,20.9,0.523,0.371,NA,NA,13.7,19.8,NA,NA,NA,5.5,2.5,7.9,0.137,NA,NA,NA,NA,NA
1971-72,25,BUF,NBA,PF,77,3205,17.7,0.555,0.382,NA,NA,11.9,13.5,NA,NA,NA,7,0.9,8,0.119,NA,NA,NA,NA,NA
1972-73,26,BUF,NBA,SF,77,3049,18.4,0.555,0.339,NA,NA,13.1,18,NA,NA,NA,6.9,1,7.9,0.124,NA,NA,NA,NA,NA
1973-74,27,BUF,NBA,PF,74,1304,13.1,0.52,0.41,7.6,17,12.4,13.5,1.2,0.7,NA,1.1,1,2,0.075,NA,-0.7,-0.3,-0.9,0.3
1974-75,28,ATL,NBA,PF,73,797,12.6,0.478,0.322,7.8,15,11.1,14.1,1.1,0.3,NA,0.7,0.5,1.2,0.071,NA,-0.7,-0.6,-1.3,0.1
Career,NA,,NBA,,525,13568,16.8,0.533,0.397,7.7,16.2,12.7,14.9,1.2,0.5,NA,23.7,7.8,31.5,0.111,NA,-0.7,-0.4,-1.1,0.5
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,BUF,NBA,,306,10336,18.2,0.541,0.369,7.6,17,12.8,16.5,1.2,0.7,NA,20.5,5.4,25.8,0.12,NA,-0.7,-0.3,-0.9,0.3
1 season,NA,SEA,NBA,,82,1660,12.5,0.514,0.583,NA,NA,NA,6.6,NA,NA,NA,2.1,1,3.1,0.09,NA,NA,NA,NA,NA
1 season,NA,ATL,NBA,,73,797,12.6,0.478,0.322,7.8,15,11.1,14.1,1.1,0.3,NA,0.7,0.5,1.2,0.071,NA,-0.7,-0.6,-1.3,0.1
1 season,NA,CHI,NBA,,64,775,12,0.502,0.557,NA,NA,NA,12.5,NA,NA,NA,0.5,0.9,1.4,0.087,NA,NA,NA,NA,NA
