Season,Team,Lg,Salary
2003-04,Seattle SuperSonics,NBA,"$366,931"
2004-05,Portland Trail Blazers,NBA,"$695,046"
2005-06,Minnesota Timberwolves,NBA,"$719,373"
2007-08,Los Angeles Clippers,NBA,"$623,694"
Career,(may be incomplete),,"$2,405,044"
