,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2003-04,26,SEA,NBA,SF,54,469,,15%,79%,6%,,+8.0,+9.9,3,4,22,0,8,0,57,2,8
2004-05,27,POR,NBA,SG,43,499,,85%,14%,,,-4.5,+0.2,8,4,15,1,7,0,65,0,10
2005-06,28,TOT,NBA,SG,33,342,,38%,62%,,,-2.9,-1.1,5,1,16,1,3,1,49,1,2
2005-06,28,MIN,NBA,SG,25,225,,28%,72%,1%,,+3.2,+5.7,2,1,11,1,0,0,36,0,1
2005-06,28,HOU,NBA,SG,8,117,,56%,44%,,,-14.6,-13.5,3,0,5,0,3,1,13,1,1
2007-08,30,LAC,NBA,SG,10,163,,49%,47%,4%,,-0.9,+7.7,4,0,2,0,1,0,16,0,3
Career,,,NBA,,140,1473,,48%,50%,2%,,+0.3,+3.8,20,9,55,2,19,1,187,3,23
,,,,,,,,,,,,,,,,,,,,,,
1 season,,SEA,NBA,,54,469,,15%,79%,6%,,+8.0,+9.9,3,4,22,0,8,0,57,2,8
1 season,,POR,NBA,,43,499,,85%,14%,,,-4.5,+0.2,8,4,15,1,7,0,65,0,10
1 season,,MIN,NBA,,25,225,,28%,72%,1%,,+3.2,+5.7,2,1,11,1,0,0,36,0,1
1 season,,LAC,NBA,,10,163,,49%,47%,4%,,-0.9,+7.7,4,0,2,0,1,0,16,0,3
1 season,,HOU,NBA,,8,117,,56%,44%,,,-14.6,-13.5,3,0,5,0,3,1,13,1,1
