Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1948-49,19,CHS,BAA,,45,NA,NA,0.35,0.312,NA,NA,NA,NA,NA,-0.2,1,0.7,NA
1949-50,20,CHS,NBA,,57,NA,NA,0.355,0.36,NA,NA,NA,NA,NA,-0.6,1.2,0.6,NA
1951-52,22,INO,NBA,C,66,2439,17.3,0.451,0.479,NA,NA,NA,NA,NA,3.4,3.8,7.2,0.142
1952-53,23,INO,NBA,C,69,2769,16.2,0.436,0.642,NA,NA,NA,NA,NA,2.1,3.7,5.8,0.101
1953-54,24,PHW,NBA,PF,71,2759,14.5,0.409,0.35,NA,NA,NA,NA,NA,-0.2,2.5,2.3,0.04
1954-55,25,PHW,NBA,PF,70,2515,11.7,0.388,0.276,NA,NA,NA,NA,NA,-2.8,2.7,-0.1,-0.002
1955-56,26,PHW,NBA,PF,72,2375,13.8,0.422,0.316,NA,NA,NA,NA,NA,-0.2,2.1,2,0.04
1956-57,27,PHW,NBA,PF,72,2501,12.6,0.41,0.288,NA,NA,NA,NA,NA,-0.5,1.6,1.1,0.021
1957-58,28,PHW,NBA,PF,72,2077,12.1,0.395,0.298,NA,NA,NA,NA,NA,-1.4,2.3,0.9,0.022
1958-59,29,PHW,NBA,PF,72,2482,13.9,0.415,0.323,NA,NA,NA,NA,NA,-0.5,3.3,2.8,0.053
1959-60,30,PHW,NBA,PF,73,1269,12.9,0.428,0.298,NA,NA,NA,NA,NA,0.1,2.1,2.2,0.082
1960-61,31,PHW,NBA,PF,68,1011,10.1,0.396,0.361,NA,NA,NA,NA,NA,-1.1,1.1,0,0
1961-62,32,TOT,NBA,PF,38,468,NA,0.387,0.294,NA,NA,NA,NA,NA,NA,NA,NA,NA
1961-62,32,STL,NBA,,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1961-62,32,CHP,NBA,PF,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1961-62,32,SYR,NBA,PF,23,323,NA,0.394,0.286,NA,NA,NA,NA,NA,NA,NA,NA,NA
Career,NA,,TOT,,845,22665,13.8,0.411,0.353,NA,NA,NA,NA,NA,-1.9,27.4,25.5,0.051
,NA,,NBA,,800,22665,13.8,0.412,0.354,NA,NA,NA,NA,NA,-1.7,26.4,24.7,0.051
,NA,,BAA,,45,NA,NA,0.35,0.312,NA,NA,NA,NA,NA,-0.2,1,0.7,NA
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8 seasons,NA,PHW,NBA,,570,16989,12.9,0.408,0.311,NA,NA,NA,NA,NA,-6.6,17.7,11.1,0.031
2 seasons,NA,INO,NBA,,135,5208,16.7,0.444,0.559,NA,NA,NA,NA,NA,5.5,7.5,13,0.12
2 seasons,NA,CHS,BAA,,102,NA,NA,0.353,0.342,NA,NA,NA,NA,NA,-0.8,2.2,1.4,NA
1 season,NA,SYR,NBA,,23,323,NA,0.394,0.286,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,CHP,NBA,,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,STL,NBA,,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
