Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1948-49,19,CHS,BAA,,1,NA,NA,0,0,NA,NA,NA,NA,NA,-0.2,0,-0.1,NA
1949-50,20,CHS,NBA,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
1951-52,22,INO,NBA,C,2,96,18.1,0.421,0.313,NA,NA,NA,7.7,NA,-0.1,0.2,0.1,0.04
1952-53,23,INO,NBA,C,2,76,23.7,0.539,0.286,NA,NA,NA,0,NA,0.3,0.1,0.4,0.247
1955-56,26,PHW,NBA,PF,10,313,12.9,0.39,0.227,NA,NA,NA,14.3,NA,-0.4,0.5,0.1,0.022
1956-57,27,PHW,NBA,PF,2,91,12.9,0.39,0.275,NA,NA,NA,7.5,NA,-0.1,0.1,0,0.018
1957-58,28,PHW,NBA,PF,8,252,13.2,0.331,0.167,NA,NA,NA,20.2,NA,-0.7,0.5,-0.2,-0.036
1959-60,30,PHW,NBA,PF,9,129,5.4,0.331,0.155,NA,NA,NA,8.6,NA,-0.3,0.2,-0.1,-0.049
1960-61,31,PHW,NBA,PF,1,1,0,NA,NA,NA,NA,NA,0,NA,0,0,0,0.021
1961-62,32,SYR,NBA,PF,4,24,-2.3,0.202,0.143,NA,NA,NA,0,NA,-0.1,0,-0.1,-0.173
Career,NA,,TOT,,40,982,12.9,0.371,0.213,NA,NA,NA,12.3,NA,-1.5,1.6,0.1,0.012
,NA,,NBA,,39,982,12.9,0.376,0.216,NA,NA,NA,12.3,NA,-1.3,1.5,0.2,0.012
,NA,,BAA,,1,NA,NA,0,0,NA,NA,NA,NA,NA,-0.2,0,-0.1,NA
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,PHW,NBA,,30,786,11.7,0.361,0.2,NA,NA,NA,14.5,NA,-1.4,1.2,-0.1,-0.009
2 seasons,NA,INO,NBA,,4,172,20.5,0.464,0.303,NA,NA,NA,4.3,NA,0.2,0.3,0.5,0.131
1 season,NA,SYR,NBA,,4,24,-2.3,0.202,0.143,NA,NA,NA,0,NA,-0.1,0,-0.1,-0.173
2 seasons,NA,CHS,BAA,,2,NA,NA,0,0,NA,NA,NA,NA,NA,-0.2,0,-0.1,NA
