,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
2013-14,19,SEMOST,32,714,107,204,14,39,62,104,39,89,53,32,16,60,85,290,.525,.359,.596,22.3,9.1,2.8,1.7
2014-15,20,SEMOST,30,871,120,254,12,57,71,125,41,143,55,38,15,39,73,323,.472,.211,.568,29.0,10.8,4.8,1.8
2015-16,21,SEMOST,26,817,150,343,8,46,86,141,62,171,61,42,15,60,72,394,.437,.174,.610,31.4,15.2,6.6,2.3
2016-17,22,SEMOST,33,1086,208,383,28,73,105,159,28,169,73,47,30,66,85,549,.543,.384,.660,32.9,16.6,5.1,2.2
Career,,,121,3488,585,1184,62,215,324,529,170,572,242,159,76,225,315,1556,.494,.288,.612,28.8,12.9,4.7,2.0
