Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,BLK,TOV,PF,PTS
1971-72,22,VIR,ABA,NA,5,NA,34,1.1,9.5,0.111,1.1,3.2,0.333,0,6.4,0,2.1,3.2,0.667,1.1,2.1,3.2,6.4,NA,3.2,8.5,5.3
Career,NA,,ABA,NA,5,NA,34,1.1,9.5,0.111,1.1,3.2,0.333,0,6.4,0,2.1,3.2,0.667,1.1,2.1,3.2,6.4,NA,3.2,8.5,5.3
