Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
1972-73,25,ATL,NBA,SG,1,1,22:00,4,8,0.5,NA,NA,NA,0,0,NA,NA,3,5,NA,NA,NA,4,8
1973-74,26,ATL,NBA,SG,1,1,22:00,4,15,0.267,NA,NA,NA,7,9,0.778,1,3,4,0,0,NA,2,15
1976-77,29,NOJ,NBA,SG,1,1,21:00,5,13,0.385,NA,NA,NA,0,0,NA,0,0,4,4,0,NA,1,10
1977-78,30,NOJ,NBA,SG,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1978-79,31,NOJ,NBA,SG,1,1,14:00,5,8,0.625,NA,NA,NA,0,0,NA,0,2,2,0,0,4,1,10
Career,NA,,NBA,,4,4,79,18,44,0.409,NA,NA,NA,7,9,0.778,1,8,15,4,0,4,8,43
