Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1954-55,24,ROC,NBA,SF,72,NA,1337,6,13.6,0.442,3.5,5.2,0.675,6.9,3,2.7,15.5
1956-57,26,ROC,NBA,SF,40,NA,460,4.4,12.8,0.344,3.7,4.5,0.81,6.5,2.4,2.6,12.4
1957-58,27,TOT,NBA,SF,38,NA,518,3.6,11.5,0.313,3.3,4.4,0.762,7,1.3,3,10.6
1957-58,27,DET,NBA,SF,9,NA,66,3.8,12,0.318,3.8,4.4,0.875,4.4,2.2,3.3,11.5
1957-58,27,CIN,NBA,SF,29,NA,452,3.6,11.5,0.313,3.3,4.4,0.745,7.4,1.2,2.9,10.4
1958-59,28,CIN,NBA,SF,18,NA,272,3,10.5,0.291,2.4,3.8,0.621,6.9,3.6,2.9,8.5
Career,NA,,NBA,,168,NA,2587,4.9,12.7,0.388,3.4,4.8,0.709,6.8,2.6,2.7,13.2
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,"ROC,CIN",NBA,,159,NA,2521,5,12.7,0.389,3.4,4.8,0.705,6.9,2.6,2.7,13.3
1 season,NA,DET,NBA,,9,NA,66,3.8,12,0.318,3.8,4.4,0.875,4.4,2.2,3.3,11.5
