Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1954-55,24,ROC,NBA,SF,72,1337,17,0.489,0.384,NA,NA,NA,NA,NA,2.7,0.8,3.5,0.125
1956-57,26,ROC,NBA,SF,40,460,12.3,0.422,0.356,NA,NA,NA,NA,NA,0.1,0.6,0.7,0.073
1957-58,27,TOT,NBA,SF,38,518,8.1,0.392,0.38,NA,NA,NA,NA,NA,-0.3,0.5,0.2,0.018
1957-58,27,DET,NBA,SF,9,66,8.3,0.411,0.364,NA,NA,NA,NA,NA,0,0,0,0.028
1957-58,27,CIN,NBA,SF,29,452,8,0.389,0.382,NA,NA,NA,NA,NA,-0.3,0.4,0.2,0.016
1958-59,28,CIN,NBA,SF,18,272,7.7,0.349,0.367,NA,NA,NA,NA,NA,-0.3,0.1,-0.3,-0.044
Career,NA,,NBA,,168,2587,13.4,0.447,0.377,NA,NA,NA,NA,NA,2.2,1.9,4.1,0.076
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,"ROC,CIN",NBA,,159,2521,13.5,0.448,0.377,NA,NA,NA,NA,NA,2.2,1.9,4.1,0.078
1 season,NA,DET,NBA,,9,66,8.3,0.411,0.364,NA,NA,NA,NA,NA,0,0,0,0.028
